station_name,badge_number,exception_date,exception_start_time,hours,exception_group,exception_source
4 District B Platoon,97812,20240303,18:00,12,Accrued,Voluntary Time Off
4 District B Platoon,97590,20240303,18:00,12,Sick,Sick
4 District B Platoon,98449,20240304,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,97812,20240304,18:00,12,Accrued,Voluntary Time Off
4 District B Platoon,98449,20240305,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,98449,20240306,8:00,8,Training,Scheduled Hours Exceptions
4 District D Platoon,98107,20240306,8:00,9,Training,Scheduled Hours Exceptions
4 District B Platoon,98449,20240307,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,97004,20240307,7:00,10,Training,Scheduled Hours Exceptions
4 District B Platoon,98449,20240308,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,97004,20240308,7:00,10,Training,Scheduled Hours Exceptions
4 District B Platoon,97004,20240309,6:00,12,Stat Holiday,Voluntary Time Off
4 District B Platoon,96247,20240309,6:00,4,Vacation,Voluntary Time Off
4 District A Platoon,98001,20240309,18:00,13,Vacation,Voluntary Time Off
4 District B Platoon,97289,20240309,6:00,12,Sick,Sick
4 District B Platoon,97004,20240310,6:00,12,Stat Holiday,Voluntary Time Off
4 District B Platoon,97825,20240310,7:00,10,Training,Scheduled Hours Exceptions
4 District A Platoon,98499,20240310,18:00,12,Sick,Sick
4 District B Platoon,98449,20240310,7:00,12,Sick,Sick
4 District A Platoon,98001,20240310,18:00,12,Vacation,Voluntary Time Off
4 District B Platoon,97004,20240311,18:00,12,Stat Holiday,Voluntary Time Off
4 District C Platoon,98096,20240311,6:00,12,Sick,Sick
4 District C Platoon,98017,20240311,7:00,10,Training,Scheduled Hours Exceptions
4 District B Platoon,98262,20240311,19:00,12,Vacation,Voluntary Time Off
4 District C Platoon,97819,20240312,7:30,4,Training,Scheduled Hours Exceptions
4 District B Platoon,97004,20240312,18:00,12,Stat Holiday,Voluntary Time Off
4 District C Platoon,98017,20240312,7:00,10,Training,Scheduled Hours Exceptions
4 District B Platoon,98262,20240312,19:00,12,Vacation,Voluntary Time Off
4 District C Platoon,97794,20240313,18:00,12,Sick,Sick
4 District D Platoon,98107,20240313,12:30,4,Training,Scheduled Hours Exceptions
4 District C Platoon,98288,20240313,18:00,12,Sick,Sick
4 District D Platoon,98295,20240314,12:30,4,Training,Scheduled Hours Exceptions
4 District A Platoon,98001,20240315,6:00,12,Stat Holiday,Voluntary Time Off
4 District A Platoon,97514,20240315,5:00,12,Vacation,Voluntary Time Off
4 District A Platoon,98001,20240316,6:00,12,Accrued,Voluntary Time Off
4 District A Platoon,97514,20240316,5:00,12,Vacation,Voluntary Time Off
4 District A Platoon,97514,20240317,17:00,12,Vacation,Voluntary Time Off
4 District B Platoon,98305,20240317,7:00,12,Stat Holiday,Voluntary Time Off
4 District B Platoon,96247,20240317,6:00,12,Sick,Sick
4 District B Platoon,98262,20240317,7:00,12,Vacation,Voluntary Time Off
4 District A Platoon,98001,20240317,18:00,12,Accrued,Voluntary Time Off
4 District A Platoon,97514,20240318,17:00,12,Vacation,Voluntary Time Off
4 District B Platoon,98305,20240318,7:00,12,Stat Holiday,Voluntary Time Off
4 District A Platoon,98499,20240318,3:00,3,Accrued,Voluntary Time Off
4 District B Platoon,97812,20240318,17:00,1,Accrued,Voluntary Time Off
4 District B Platoon,97004,20240318,7:30,4,Training,Scheduled Hours Exceptions
4 District B Platoon,98262,20240318,12:00,4,Training,Scheduled Hours Exceptions
4 District A Platoon,98001,20240318,18:00,12,Accrued,Voluntary Time Off
4 District C Platoon,98096,20240319,6:00,12,Vacation,Voluntary Time Off
4 District B Platoon,97812,20240319,18:00,12,Sick,Sick
4 District B Platoon,97004,20240319,8:00,9,Training,Scheduled Hours Exceptions
4 District B Platoon,97590,20240319,18:00,12,Vacation,Voluntary Time Off
4 District B Platoon,98226,20240320,19:00,12,Accrued,Voluntary Time Off
4 District C Platoon,98096,20240320,6:00,12,Vacation,Voluntary Time Off
4 District B Platoon,98449,20240320,19:00,12,Stat Holiday,Voluntary Time Off
4 District B Platoon,97590,20240320,21:00,9,Stat Holiday,Voluntary Time Off
4 District B Platoon,97590,20240320,18:00,3,Accrued,Voluntary Time Off
4 District B Platoon,97289,20240320,1:00,5,Stat Holiday,Voluntary Time Off
4 District C Platoon,98096,20240321,18:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98096,20240322,18:00,12,Vacation,Voluntary Time Off
4 District D Platoon,98107,20240323,2:00,4,Accrued,Voluntary Time Off
4 District B Platoon,96247,20240326,6:00,4,Vacation,Voluntary Time Off
4 District B Platoon,98262,20240326,7:00,5,Accrued,Voluntary Time Off
4 District B Platoon,98226,20240327,19:00,4,Accrued,Voluntary Time Off
4 District C Platoon,97819,20240327,6:00,12,Stat Holiday,Voluntary Time Off
4 District C Platoon,98096,20240327,6:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98434,20240327,7:00,12,Vacation,Voluntary Time Off
4 District B Platoon,98305,20240327,7:00,10,Training,Scheduled Hours Exceptions
4 District C Platoon,98288,20240212,8:00,8,Training,Scheduled Hours Exceptions
4 District C Platoon,98288,20240213,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,98226,20240214,7:00,10,Training,Scheduled Hours Exceptions
4 District A Platoon,98499,20240214,18:00,12,Accrued,Voluntary Time Off
4 District B Platoon,96247,20240214,6:00,12,Accrued,Voluntary Time Off
4 District C Platoon,98288,20240214,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,97812,20240214,16:00,2,Accrued,Voluntary Time Off
4 District B Platoon,98226,20240215,7:00,10,Training,Scheduled Hours Exceptions
4 District A Platoon,98499,20240215,8:00,9,Training,Scheduled Hours Exceptions
4 District C Platoon,98288,20240215,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,97289,20240215,14:00,3,Stat Holiday,Voluntary Time Off
4 District B Platoon,97825,20240216,18:00,12,Accrued,Voluntary Time Off
4 District B Platoon,98226,20240216,19:00,12,Stat Holiday,Voluntary Time Off
4 District C Platoon,98017,20240216,6:00,12,Sick,Sick
4 District C Platoon,98288,20240216,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,97004,20240216,17:00,12,Sick,Sick
4 District C Platoon,98377,20240216,6:00,12,Vacation,Voluntary Time Off
4 District B Platoon,97825,20240217,18:00,12,Accrued,Voluntary Time Off
4 District B Platoon,98226,20240217,19:00,12,Stat Holiday,Voluntary Time Off
4 District B Platoon,98305,20240217,19:00,12,Sick,Sick
4 District C Platoon,98017,20240217,6:00,12,Sick,Sick
4 District B Platoon,97812,20240217,18:00,12,Sick,Sick
4 District B Platoon,97004,20240217,17:00,12,Sick,Sick
4 District B Platoon,101205,20240217,17:00,12,Sick,Sick
4 District B Platoon,97289,20240217,17:00,12,Sick,Sick
4 District C Platoon,98377,20240217,6:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98017,20240218,18:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98377,20240218,18:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98017,20240219,18:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98377,20240219,18:00,12,Vacation,Voluntary Time Off
4 District A Platoon,97514,20240221,7:30,4,Training,Scheduled Hours Exceptions
4 District B Platoon,98226,20240222,12:00,4,Training,Scheduled Hours Exceptions
4 District B Platoon,96247,20240223,6:00,12,Accrued,Voluntary Time Off
4 District B Platoon,97812,20240223,16:00,2,Stat Holiday,Voluntary Time Off
4 District A Platoon,98001,20240223,18:00,12,Accrued,Voluntary Time Off
4 District B Platoon,97825,20240224,18:00,12,Accrued,Voluntary Time Off
4 District C Platoon,97819,20240224,6:00,12,Sick,Sick
4 District C Platoon,98017,20240224,6:00,12,Sick,Sick
4 District B Platoon,97004,20240224,18:00,6,Sick,Sick
4 District B Platoon,101205,20240224,17:00,12,Stat Holiday,Voluntary Time Off
4 District B Platoon,97825,20240225,18:00,12,Accrued,Voluntary Time Off
4 District C Platoon,98017,20240225,6:00,12,Sick,Sick
4 District B Platoon,97812,20240225,4:00,2,Stat Holiday,Voluntary Time Off
4 District B Platoon,97004,20240225,12:00,12,Sick,Sick
4 District B Platoon,98449,20240225,19:00,12,Accrued,Voluntary Time Off
4 District B Platoon,101205,20240225,17:00,12,Stat Holiday,Voluntary Time Off
4 District C Platoon,97819,20240226,18:00,12,Sick,Sick
4 District C Platoon,98017,20240226,18:00,12,Sick,Sick
4 District C Platoon,97819,20240227,18:00,12,Sick,Sick
4 District C Platoon,98017,20240227,18:00,12,Sick,Sick
4 District C Platoon,97794,20240227,8:00,12,Training,Scheduled Hours Exceptions
4 District D Platoon,98107,20240227,6:00,12,Sick,Sick
4 District C Platoon,97794,20240228,8:00,12,Training,Scheduled Hours Exceptions
4 District C Platoon,97794,20240229,8:00,10,Training,Scheduled Hours Exceptions
4 District A Platoon,97514,20240301,7:00,10,Training,Scheduled Hours Exceptions
4 District B Platoon,98305,20240301,7:00,10,Training,Scheduled Hours Exceptions
4 District C Platoon,97794,20240301,8:00,6,Training,Scheduled Hours Exceptions
4 District A Platoon,98499,20240301,18:00,12,Stat Holiday,Voluntary Time Off
4 District B Platoon,98262,20240301,7:00,10,Training,Scheduled Hours Exceptions
4 District B Platoon,97590,20240301,7:00,10,Sick,Sick
4 District A Platoon,97514,20240302,7:00,10,Training,Scheduled Hours Exceptions
4 District B Platoon,98305,20240302,7:00,10,Training,Scheduled Hours Exceptions
4 District A Platoon,98499,20240302,18:00,12,Stat Holiday,Voluntary Time Off
4 District B Platoon,98262,20240302,7:00,10,Training,Scheduled Hours Exceptions
4 District B Platoon,97590,20240302,6:00,12,Sick,Sick
4 District B Platoon,97289,20240302,7:30,10.5,Sick,Sick
4 District B Platoon,98226,20240303,19:00,4,Accrued,Voluntary Time Off
4 District C Platoon,98017,20240303,7:00,4,Training,Scheduled Hours Exceptions
4 District C Platoon,98385,20240118,8:00,8,Training,Scheduled Hours Exceptions
4 District D Platoon,98381,20240118,8:00,8,Training,Scheduled Hours Exceptions
4 District D Platoon,98107,20240118,6:00,12,Sick,Sick
4 District C Platoon,98385,20240119,8:00,8,Training,Scheduled Hours Exceptions
4 District D Platoon,98381,20240119,8:00,8,Training,Scheduled Hours Exceptions
4 District D Platoon,98107,20240119,18:00,12,Sick,Sick
4 District D Platoon,98295,20240120,19:00,12,Accrued,Voluntary Time Off
4 District D Platoon,98107,20240120,18:00,12,Sick,Sick
4 District C Platoon,97819,20240122,8:00,8,Training,Scheduled Hours Exceptions
4 District C Platoon,98096,20240122,7:00,10,Training,Scheduled Hours Exceptions
4 District C Platoon,98385,20240122,8:00,8,Training,Scheduled Hours Exceptions
4 District C Platoon,97794,20240122,7:00,10,Training,Scheduled Hours Exceptions
4 District B Platoon,98198,20240122,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,96247,20240122,6:00,4,Accrued,Voluntary Time Off
4 District D Platoon,98381,20240122,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,97004,20240122,16:00,1,Accrued,Voluntary Time Off
4 District A Platoon,98001,20240122,18:00,4,Accrued,Voluntary Time Off
4 District C Platoon,97819,20240123,8:00,8,Training,Scheduled Hours Exceptions
4 District C Platoon,98385,20240123,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,98198,20240123,8:00,8,Training,Scheduled Hours Exceptions
4 District D Platoon,98381,20240123,8:00,8,Training,Scheduled Hours Exceptions
4 District C Platoon,98037,20240123,7:00,10,Training,Scheduled Hours Exceptions
4 District C Platoon,97819,20240124,8:00,8,Training,Scheduled Hours Exceptions
4 District C Platoon,98385,20240124,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,98305,20240124,19:00,12,Stat Holiday,Voluntary Time Off
4 District B Platoon,98198,20240124,8:00,8,Training,Scheduled Hours Exceptions
4 District D Platoon,98381,20240124,8:00,8,Training,Scheduled Hours Exceptions
4 District C Platoon,98037,20240124,7:00,10,Training,Scheduled Hours Exceptions
4 District B Platoon,97004,20240124,18:00,12,Sick,Sick
4 District C Platoon,97819,20240125,8:00,8,Training,Scheduled Hours Exceptions
4 District C Platoon,98385,20240125,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,98198,20240125,8:00,8,Training,Scheduled Hours Exceptions
4 District D Platoon,98381,20240125,8:00,8,Training,Scheduled Hours Exceptions
4 District C Platoon,97819,20240126,8:00,8,Training,Scheduled Hours Exceptions
4 District C Platoon,98385,20240126,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,98198,20240126,8:00,8,Training,Scheduled Hours Exceptions
4 District D Platoon,98381,20240126,8:00,8,Training,Scheduled Hours Exceptions
4 District A Platoon,97514,20240129,17:00,12,Stat Holiday,Voluntary Time Off
4 District A Platoon,98499,20240129,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,101205,20240129,9:00,8,Stat Holiday,Voluntary Time Off
4 District A Platoon,97514,20240130,17:00,12,Stat Holiday,Voluntary Time Off
4 District A Platoon,98499,20240130,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,101205,20240130,5:00,12,Accrued,Voluntary Time Off
4 District A Platoon,98499,20240131,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,98226,20240201,12:00,4,Training,Scheduled Hours Exceptions
4 District C Platoon,98017,20240201,6:00,12,Sick,Sick
4 District B Platoon,98305,20240201,19:00,12,Stat Holiday,Voluntary Time Off
4 District A Platoon,98499,20240201,8:00,8,Training,Scheduled Hours Exceptions
4 District C Platoon,98017,20240202,18:00,12,Sick,Sick
4 District A Platoon,98499,20240202,8:00,8,Training,Scheduled Hours Exceptions
4 District D Platoon,98107,20240202,12:00,4,Training,Scheduled Hours Exceptions
4 District C Platoon,98096,20240203,18:00,12,Accrued,Voluntary Time Off
4 District C Platoon,98017,20240203,18:00,12,Sick,Sick
4 District A Platoon,98499,20240205,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,98305,20240206,12:30,4,Training,Scheduled Hours Exceptions
4 District A Platoon,98499,20240206,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,98226,20240207,7:30,4,Training,Scheduled Hours Exceptions
4 District A Platoon,98499,20240207,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,96247,20240207,6:00,4,Accrued,Voluntary Time Off
4 District C Platoon,98096,20240208,6:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98017,20240208,6:00,12,Sick,Sick
4 District C Platoon,97819,20240209,7:00,4,Training,Scheduled Hours Exceptions
4 District C Platoon,98096,20240209,6:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98017,20240209,6:00,12,Sick,Sick
4 District B Platoon,96247,20240209,18:00,4,Accrued,Voluntary Time Off
4 District C Platoon,97819,20240210,18:00,12,Stat Holiday,Voluntary Time Off
4 District C Platoon,98096,20240210,18:00,12,Accrued,Voluntary Time Off
4 District C Platoon,98017,20240210,18:00,12,Sick,Sick
4 District C Platoon,97819,20240211,18:00,12,Accrued,Voluntary Time Off
4 District C Platoon,98017,20240211,18:00,12,Sick,Sick
4 District A Platoon,98147,20231229,21:30,9.5,Sick,Sick
4 District B Platoon,98016,20231229,7:00,12,Accrued,Voluntary Time Off
4 District A Platoon,98001,20231229,19:00,12,Stat Holiday,Voluntary Time Off
4 District B Platoon,96517,20231229,13:00,4,Accrued,Voluntary Time Off
4 District B Platoon,96517,20231229,5:00,8,Vacation,Voluntary Time Off
4 District C Platoon,101607,20231230,13:00,6,Stat Holiday,Voluntary Time Off
4 District C Platoon,97044,20231230,5:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98377,20231230,6:00,12,Stat Holiday,Voluntary Time Off
4 District C Platoon,98434,20231230,7:00,12,Vacation,Voluntary Time Off
4 District C Platoon,97997,20231230,6:00,12,Sick,Sick
4 District B Platoon,98016,20231230,19:00,12,Accrued,Voluntary Time Off
4 District B Platoon,96517,20231230,17:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98453,20231230,6:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98010,20231230,7:00,12,Accrued,Voluntary Time Off
4 District C Platoon,101607,20231231,7:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98377,20231231,6:00,12,Stat Holiday,Voluntary Time Off
4 District C Platoon,98434,20231231,7:00,12,Vacation,Voluntary Time Off
4 District C Platoon,97997,20231231,6:00,12,Sick,Sick
4 District B Platoon,98016,20231231,19:00,12,Stat Holiday,Voluntary Time Off
4 District B Platoon,96517,20231231,17:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98153,20231231,7:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98453,20231231,6:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98022,20231231,6:00,2,Accrued,Voluntary Time Off
4 District C Platoon,101607,20240101,12:00,12,Vacation,Voluntary Time Off
4 District C Platoon,97044,20240101,17:00,12,Stat Holiday,Voluntary Time Off
4 District D Platoon,98206,20240101,7:00,12,Vacation,Voluntary Time Off
4 District C Platoon,97997,20240101,18:00,12,Sick,Sick
4 District D Platoon,97126,20240101,5:00,12,Vacation,Voluntary Time Off
4 District C Platoon,96564,20240101,19:00,12,Accrued,Voluntary Time Off
4 District D Platoon,97844,20240101,6:00,12,Vacation,Voluntary Time Off
4 District D Platoon,98082,20240101,7:00,6,Accrued,Voluntary Time Off
4 District C Platoon,98022,20240101,18:00,12,Vacation,Voluntary Time Off
4 District D Platoon,101605,20240101,7:00,12,Vacation,Voluntary Time Off
4 District C Platoon,101607,20240102,12:00,12,Vacation,Voluntary Time Off
4 District D Platoon,98206,20240102,7:00,12,Vacation,Voluntary Time Off
4 District C Platoon,97997,20240102,18:00,12,Sick,Sick
4 District D Platoon,97126,20240102,5:00,12,Vacation,Voluntary Time Off
4 District C Platoon,96564,20240102,19:00,12,Stat Holiday,Voluntary Time Off
4 District D Platoon,97844,20240102,6:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98022,20240102,18:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98010,20240102,19:00,12,Sick,Sick
4 District A Platoon,97514,20240103,5:00,12,Sick,Sick
4 District D Platoon,98295,20240103,19:00,12,Sick,Sick
4 District A Platoon,98001,20240103,7:00,12,Sick,Sick
4 District D Platoon,98295,20240104,19:00,12,Sick,Sick
4 District D Platoon,98107,20240104,2:00,4,Accrued,Voluntary Time Off
4 District A Platoon,98001,20240104,6:00,12,Sick,Sick
4 District B Platoon,96247,20240105,6:00,8,Stat Holiday,Voluntary Time Off
4 District B Platoon,96247,20240105,14:00,4,Vacation,Voluntary Time Off
4 District B Platoon,98226,20240106,7:00,12,Vacation,Voluntary Time Off
4 District B Platoon,96247,20240106,6:00,12,Stat Holiday,Voluntary Time Off
4 District B Platoon,97289,20240106,12:00,4,Training,Scheduled Hours Exceptions
4 District B Platoon,97289,20240106,17:30,0.5,Accrued,Voluntary Time Off
4 District B Platoon,98226,20240107,19:00,12,Vacation,Voluntary Time Off
4 District B Platoon,98305,20240107,12:00,4,Training,Scheduled Hours Exceptions
4 District B Platoon,96247,20240107,18:00,12,Stat Holiday,Voluntary Time Off
4 District C Platoon,98037,20240107,12:00,4,Training,Scheduled Hours Exceptions
4 District B Platoon,97812,20240107,18:00,12,Sick,Sick
4 District B Platoon,98226,20240108,19:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98096,20240108,6:00,12,Sick,Sick
4 District B Platoon,96247,20240108,18:00,12,Stat Holiday,Voluntary Time Off
4 District B Platoon,97812,20240108,1:00,5,Accrued,Voluntary Time Off
4 District B Platoon,97289,20240108,3:00,3,Accrued,Voluntary Time Off
4 District C Platoon,98096,20240109,18:00,12,Accrued,Voluntary Time Off
4 District D Platoon,98295,20240109,7:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98096,20240110,18:00,12,Accrued,Voluntary Time Off
4 District D Platoon,98295,20240110,7:00,12,Vacation,Voluntary Time Off
4 District D Platoon,98295,20240111,19:00,12,Vacation,Voluntary Time Off
4 District A Platoon,98499,20240112,6:00,12,Stat Holiday,Voluntary Time Off
4 District D Platoon,98295,20240112,19:00,12,Vacation,Voluntary Time Off
4 District A Platoon,97514,20240113,17:00,12,Sick,Sick
4 District B Platoon,98226,20240113,7:00,12,Vacation,Voluntary Time Off
4 District B Platoon,97825,20240113,7:00,10,Training,Scheduled Hours Exceptions
4 District A Platoon,98499,20240113,18:00,12,Stat Holiday,Voluntary Time Off
4 District B Platoon,98226,20240114,7:00,12,Vacation,Voluntary Time Off
4 District B Platoon,97825,20240114,7:00,10,Training,Scheduled Hours Exceptions
4 District A Platoon,97514,20240114,19:00,12,Sick,Sick
4 District A Platoon,98499,20240114,18:00,12,Stat Holiday,Voluntary Time Off
4 District B Platoon,96247,20240114,6:00,12,Vacation,Voluntary Time Off
4 District B Platoon,98226,20240115,19:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98385,20240115,8:00,8,Training,Scheduled Hours Exceptions
4 District D Platoon,98381,20240115,8:00,8,Training,Scheduled Hours Exceptions
4 District C Platoon,98385,20240116,8:00,8,Training,Scheduled Hours Exceptions
4 District B Platoon,98305,20240116,19:00,12,Sick,Sick
4 District B Platoon,96247,20240116,22:00,8,Sick,Sick
4 District D Platoon,98381,20240116,8:00,8,Training,Scheduled Hours Exceptions
4 District C Platoon,98385,20240117,8:00,8,Training,Scheduled Hours Exceptions
4 District D Platoon,98381,20240117,8:00,8,Training,Scheduled Hours Exceptions
4 District D Platoon,98107,20240117,6:00,12,Sick,Sick
4 District A Platoon,98220,20231221,19:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98434,20231222,7:00,12,Vacation,Voluntary Time Off
4 District B Platoon,96517,20231222,17:00,2,Accrued,Voluntary Time Off
4 District B Platoon,96517,20231222,19:00,6,Stat Holiday,Voluntary Time Off
4 District C Platoon,98453,20231222,6:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98377,20231222,6:00,1,Accrued,Voluntary Time Off
4 District C Platoon,98377,20231222,7:00,9,Stat Holiday,Voluntary Time Off
4 District C Platoon,97819,20231222,6:00,12,Vacation,Voluntary Time Off
4 District C Platoon,101607,20231223,7:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98434,20231223,7:00,12,Vacation,Voluntary Time Off
4 District C Platoon,96564,20231223,16:00,3,Stat Holiday,Voluntary Time Off
4 District B Platoon,96517,20231223,17:00,12,Stat Holiday,Voluntary Time Off
4 District C Platoon,98453,20231223,6:00,12,Vacation,Voluntary Time Off
4 District C Platoon,97044,20231223,5:00,12,Vacation,Voluntary Time Off
4 District C Platoon,97819,20231223,6:00,12,Vacation,Voluntary Time Off
4 District C Platoon,101607,20231224,12:00,12,Vacation,Voluntary Time Off
4 District D Platoon,97943,20231224,6:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98434,20231224,19:00,12,Vacation,Voluntary Time Off
4 District D Platoon,97126,20231224,5:00,12,Vacation,Voluntary Time Off
4 District D Platoon,97952,20231224,7:00,12,Stat Holiday,Voluntary Time Off
4 District D Platoon,97844,20231224,6:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98453,20231224,18:00,12,Vacation,Voluntary Time Off
4 District C Platoon,97044,20231224,17:00,12,Vacation,Voluntary Time Off
4 District C Platoon,97819,20231224,18:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98010,20231224,0:00,6,Accrued,Voluntary Time Off
4 District D Platoon,101605,20231224,5:00,12,Vacation,Voluntary Time Off
4 District C Platoon,101607,20231225,12:00,12,Vacation,Voluntary Time Off
4 District D Platoon,97943,20231225,6:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98434,20231225,19:00,12,Vacation,Voluntary Time Off
4 District D Platoon,97126,20231225,5:00,12,Vacation,Voluntary Time Off
4 District C Platoon,96564,20231225,19:00,12,Vacation,Voluntary Time Off
4 District D Platoon,97844,20231225,6:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98453,20231225,18:00,12,Vacation,Voluntary Time Off
4 District C Platoon,97044,20231225,17:00,12,Vacation,Voluntary Time Off
4 District D Platoon,98082,20231225,13:00,6,Stat Holiday,Voluntary Time Off
4 District C Platoon,97819,20231225,18:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98010,20231225,0:00,6,Accrued,Voluntary Time Off
4 District D Platoon,101605,20231225,5:00,12,Vacation,Voluntary Time Off
4 District A Platoon,98220,20231226,7:00,12,Sick,Sick
4 District D Platoon,97943,20231226,18:00,12,Vacation,Voluntary Time Off
4 District A Platoon,98147,20231226,7:00,12,Sick,Sick
4 District D Platoon,97126,20231226,17:00,12,Vacation,Voluntary Time Off
4 District D Platoon,97952,20231226,19:00,12,Stat Holiday,Voluntary Time Off
4 District A Platoon,98001,20231226,7:00,12,Stat Holiday,Voluntary Time Off
4 District D Platoon,97844,20231226,18:00,12,Vacation,Voluntary Time Off
4 District D Platoon,101605,20231226,12:00,12,Vacation,Voluntary Time Off
4 District D Platoon,97943,20231227,18:00,12,Vacation,Voluntary Time Off
4 District D Platoon,98206,20231227,18:00,12,Stat Holiday,Voluntary Time Off
4 District D Platoon,97126,20231227,17:00,12,Vacation,Voluntary Time Off
4 District D Platoon,97952,20231227,19:00,12,Stat Holiday,Voluntary Time Off
4 District A Platoon,97764,20231227,6:00,12,Sick,Sick
4 District A Platoon,98001,20231227,7:00,12,Stat Holiday,Voluntary Time Off
4 District D Platoon,97844,20231227,18:00,12,Vacation,Voluntary Time Off
4 District D Platoon,101605,20231227,12:00,12,Vacation,Voluntary Time Off
4 District B Platoon,98016,20231228,7:00,12,Accrued,Voluntary Time Off
4 District A Platoon,98001,20231228,19:00,12,Stat Holiday,Voluntary Time Off
4 District B Platoon,96517,20231228,5:00,8,Vacation,Voluntary Time Off
4 District B Platoon,96517,20231228,13:00,4,Stat Holiday,Voluntary Time Off
4 District C Platoon,101607,20231208,12:00,12,Accrued,Voluntary Time Off
4 District C Platoon,98377,20231208,18:00,12,Vacation,Voluntary Time Off
4 District D Platoon,98206,20231208,6:00,12,Sick,Sick
4 District D Platoon,97952,20231208,7:00,12,Stat Holiday,Voluntary Time Off
4 District D Platoon,97844,20231208,6:00,4,Accrued,Voluntary Time Off
4 District D Platoon,97844,20231208,10:00,4,Stat Holiday,Voluntary Time Off
4 District D Platoon,97844,20231208,14:00,3,Vacation,Voluntary Time Off
4 District C Platoon,101607,20231209,12:00,8,Vacation,Voluntary Time Off
4 District C Platoon,101607,20231209,20:00,4,Accrued,Voluntary Time Off
4 District D Platoon,101605,20231209,5:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98377,20231209,18:00,12,Vacation,Voluntary Time Off
4 District C Platoon,98434,20231209,19:00,12,Stat Holiday,Voluntary Time Off
4 District D Platoon,97126,20231209,7:00,10,Sick,Sick
4 District D Platoon,98082,20231209,7:00,12,Sick,Sick
4 District A Platoon,98001,20231210,7:00,12,Accrued,Voluntary Time Off
4 District A Platoon,97764,20231210,6:00,12,Stat Holiday,Voluntary Time Off
4 District D Platoon,101605,20231210,12:00,12,Sick,Sick
4 District A Platoon,98001,20231211,7:00,12,Stat Holiday,Voluntary Time Off
4 District C Platoon,97819,20231211,8:00,8,Training,Scheduled Hours Exceptions
4 District D Platoon,97943,20231211,8:00,8,Training,Scheduled Hours Exceptions
4 District D Platoon,98206,20231211,18:00,12,Stat Holiday,Voluntary Time Off
4 District D Platoon,97126,20231211,1:00,4,Stat Holiday,Voluntary Time Off
4 District D Platoon,98082,20231211,5:00,2,Accrued,Voluntary Time Off
4 District D Platoon,101605,20231211,12:00,12,Sick,Sick
4 District C Platoon,97819,20231212,8:00,8,Training,Scheduled Hours Exceptions
4 District D Platoon,97943,20231212,8:00,8,Training,Scheduled Hours Exceptions
